Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (kt)
Parks Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),959163.4067,32477.27295,2.000863861
Parks Canada,2019-20,on-road vehicles,1,gasoline,gasoline,1351346.742,47297.13599,3.130732361
Parks Canada,2019-20,on-road vehicles,1,liquified petroleum gas,propane,1990.260272,50.37348747,0.003065677
Parks Canada,2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,639966.904,24510.73242,1.72079068
Parks Canada,2019-20,other mobile equipment,1,gasoline,gasoline,444212.3152,15547.43103,1.095516678
Public Services and Procurement Canada,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,54710.48849,2095.411709,0.149827651
Public Services and Procurement Canada,2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),1400.490245,53.26554573,0.003647581
Public Services and Procurement Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),580.5002628,19.6557389,0.001210952
Public Services and Procurement Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),3876.110055,98.1043455,0.00137912
Public Services and Procurement Canada,2019-20,on-road vehicles,1,gasoline,gasoline,258111.3737,9033.898079,0.59797964
Royal Canadian Mounted Police,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,80195.51588,3071.488258,0.219619679
Royal Canadian Mounted Police,2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4097.439842,155.8399782,0.0106718
Royal Canadian Mounted Police,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),22143.80001,749.7890682,0.046193072
Royal Canadian Mounted Police,2019-20,on-road vehicles,1,gasoline,gasoline,913709.6436,31979.83752,2.116836823
Shared Services Canada,2019-20,on-road vehicles,1,gasoline,gasoline,291643.8389,10207.53436,0.675665932
Transport Canada,2019-20,aircraft,1,aviation fuel,jet fuel,3378197.167,126344.574,8.714491676
Transport Canada,2019-20,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12718166.51,487105.7773,34.4291001
Transport Canada,2019-20,Marine Vessels,1,gasoline,gasoline,927.7998652,32.47299528,0.00216164
Transport Canada,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,36438.92381,1395.610782,0.099789916
Transport Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),5997.999816,151.8093753,0.002134089
Transport Canada,2019-20,on-road vehicles,1,gasoline,gasoline,484460.0703,16956.10246,1.122372632
Transport Canada,2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,623411.9991,23876.67957,1.676276001
Transport Canada,2019-20,other mobile equipment,1,gasoline,gasoline,32223.01058,1127.80537,0.079468343
Transport Canada,2019-20,other mobile equipment,1,liquified petroleum gas,propane,685.0002501,17.33735633,0.001055133
Agriculture and Agri-Food Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,128852.8721,4935.065002,0.35287048
Agriculture and Agri-Food Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),17146.80373,652.1529597,0.044658904
Agriculture and Agri-Food Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),55146.33096,1867.254766,0.115037986
Agriculture and Agri-Food Canada,2020-21,on-road vehicles,1,gasoline,gasoline,322375.5406,11283.14392,0.746863625
Agriculture and Agri-Food Canada,2020-21,on-road vehicles,1,liquified petroleum gas,propane,1.999999995,0.05062,3.08068E-06
Agriculture and Agri-Food Canada,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,398828.7465,15275.14099,1.072400055
Agriculture and Agri-Food Canada,2020-21,Other mobile equipment,1,fuels with renewable content,biodiesel (5%),53450.01335,2032.891083,0.136555361
Agriculture and Agri-Food Canada,2020-21,Other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),11001.00023,372.4938679,0.024592728
Agriculture and Agri-Food Canada,2020-21,Other mobile equipment,1,gasoline,gasoline,33597.1174,1175.899109,0.082857186
Agriculture and Agri-Food Canada,2020-21,Other mobile equipment,1,liquified petroleum gas,propane,399.9998451,10.12399608,0.000616136
Canada Border Services Agency,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,64155.99977,2457.174791,0.175694674
Canada Border Services Agency,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),5012.999699,190.661924,0.013056383
Canada Border Services Agency,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1250.999867,42.35885549,0.002609649
Canada Border Services Agency,2020-21,on-road vehicles,1,gasoline,gasoline,1413379.008,49468.26528,3.274446115
Canada Border Services Agency,2020-21,on-road vehicles,1,liquified petroleum gas,propane,107.9999691,2.733479217,0.000166357
Canada Revenue Agency,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1936.79975,74.17943043,0.005304032
Canada Revenue Agency,2020-21,on-road vehicles,1,gasoline,gasoline,45654.99359,1597.924776,0.105771236
Canadian Food Inspection Agency,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4415.998181,149.5256984,0.009211994
Canadian Food Inspection Agency,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),116.6899683,2.953423098,4.15183E-05
Canadian Food Inspection Agency,2020-21,on-road vehicles,1,gasoline,gasoline,1018854.287,35659.90004,2.360430563
Canadian Food Inspection Agency,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,20394.00673,781.0904579,0.054836889
Canadian Food Inspection Agency,2020-21,Other mobile equipment,1,gasoline,gasoline,8105.201231,283.6820431,0.019989044
Canadian Space Agency,2020-21,on-road vehicles,1,gasoline,gasoline,443.3999781,15.51899923,0.001027247
Canadian Space Agency,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1476.51175,56.55040002,0.003970155
Canadian Space Agency,2020-21,Other mobile equipment,1,gasoline,gasoline,669.6440867,23.43754303,0.001651476
Correctional Service Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,27983.40242,1071.764313,0.076634048
Correctional Service Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),620.3999746,23.59598243,0.001615834
Correctional Service Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1276.099731,43.2087369,0.002662009
Correctional Service Canada,2020-21,on-road vehicles,1,gasoline,gasoline,681056.5395,23836.97888,1.577838043
Crown-Indigenous Relations and Northern Affairs Canada,2020-21,on-road vehicles,1,gasoline,gasoline,7413.681248,259.4788437,0.017175643
Employment and Social Development Canada,2020-21,on-road vehicles,1,gasoline,gasoline,14443.81823,505.533638,0.033462719
Environment and Climate Change Canada,2020-21,aircraft,1,aviation fuel,jet fuel,1703.435393,63.7084837,0.004376027
Environment and Climate Change Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,218325.683,8361.873657,0.597896751
Environment and Climate Change Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),12401.50012,471.6724548,0.032299752
Environment and Climate Change Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2099.099387,71.07550526,0.004378827
Environment and Climate Change Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),67.20000037,1.700832009,2.39098E-05
Environment and Climate Change Canada,2020-21,on-road vehicles,1,gasoline,gasoline,554939.4985,19422.88245,1.285656685
Environment and Climate Change Canada,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13388.59879,512.7833338,0.036562636
Environment and Climate Change Canada,2020-21,Other mobile equipment,1,gasoline,gasoline,16709.99952,584.8499832,0.041179571
Fisheries and Oceans Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,639976.7772,24511.11057,1.752611655
Fisheries and Oceans Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (20%),14177.99612,527.9035077,0.031224971
Fisheries and Oceans Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4482.001098,151.7605572,0.009349678
Fisheries and Oceans Canada,2020-21,on-road vehicles,1,gasoline,gasoline,1536670.786,53783.47751,3.560083792
Fisheries and Oceans Canada,2020-21,on-road vehicles,1,liquified petroleum gas,propane,599.9999054,15.18599761,0.000924204
Health Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2234.298816,85.57364464,0.006118749
Health Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),60.49999464,2.048529819,0.000126206
Health Canada,2020-21,on-road vehicles,1,gasoline,gasoline,65451.99934,2290.819977,0.151635896
"Immigration, Refugees and Citizenship Canada",2020-21,on-road vehicles,1,gasoline,gasoline,9888.298325,346.0904414,0.022908715
Indigenous Services Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6647.879797,254.6137962,0.018205572
Indigenous Services Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),191.299963,7.275807142,0.000498242
Indigenous Services Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),5083.967508,128.6752176,0.001808877
Indigenous Services Canada,2020-21,on-road vehicles,1,gasoline,gasoline,542939.1636,19002.87073,1.257854378
Indigenous Services Canada,2020-21,on-road vehicles,1,liquified petroleum gas,propane,61.79999205,1.564157799,0.000095193
"Innovation, Science and Economic Development Canada",2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12126.33759,464.4387298,0.033208637
"Innovation, Science and Economic Development Canada",2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (20%),158.7000353,5.909037113,0.000349514
"Innovation, Science and Economic Development Canada",2020-21,on-road vehicles,1,gasoline,gasoline,83782.79651,2932.397878,0.194103756
National Defence,2020-21,on-road vehicles,1,aviation fuel,jet fuel,3030.401033,113.3369986,0.007645804
National Defence,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3680592.109,140966.6778,10.07950298
National Defence,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),177112.0147,6736.189811,0.461288871
National Defence,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),440644.144,14920.21072,0.919205438
National Defence,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),7631.99753,193.1658575,0.002715466
National Defence,2020-21,on-road vehicles,1,gasoline,gasoline,2561935.482,89667.74186,5.935363952
National Defence,2020-21,on-road vehicles,1,liquified petroleum gas,propane,25703.99275,650.5680566,0.039592883
National Research Council Canada,2020-21,aircraft,1,aviation fuel,aviation gasoline,701.0000773,23.49752259,0.001743773
National Research Council Canada,2020-21,aircraft,1,aviation fuel,jet fuel,234794.0276,8781.296631,0.605680977
National Research Council Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3160.69964,121.0547962,0.008655745
National Research Council Canada,2020-21,on-road vehicles,1,gasoline,gasoline,51405.50014,1799.192505,0.119093695
Natural Resources Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,27716.24661,1061.532245,0.075902436
Natural Resources Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),667.6997648,25.394959,0.001739027
Natural Resources Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),64.99997413,2.200899124,0.000135593
Natural Resources Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),292.5199795,7.403680682,0.000104079
Natural Resources Canada,2020-21,on-road vehicles,1,gasoline,gasoline,133790.2532,4682.658861,0.30995858
Parks Canada,2020-21,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,71724.67563,2747.055077,0.194164376
Parks Canada,2020-21,Marine Vessels,1,gasoline,gasoline,367053.8862,12846.88602,0.855182118
Parks Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,880664.598,33729.4541,2.411747604
Parks Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),622020.6127,23657.62097,1.62005526
Parks Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),776481.6257,26291.66785,1.6197798
Parks Canada,2020-21,on-road vehicles,1,gasoline,gasoline,934796.017,32717.8606,2.165689133
Parks Canada,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,516027.7269,19763.86194,1.387532997
Parks Canada,2020-21,Other mobile equipment,1,gasoline,gasoline,498661.0282,17453.13599,1.229797867
Public Services and Procurement Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,48619.09377,1862.111292,0.133146059
Public Services and Procurement Canada,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),367.3600933,13.97199011,0.00095679
Public Services and Procurement Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),825.8998293,27.96496822,0.001722869
Public Services and Procurement Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2217.999808,56.13757515,0.000789165
Public Services and Procurement Canada,2020-21,on-road vehicles,1,gasoline,gasoline,183641.8418,6427.464463,0.425452223
Royal Canadian Mounted Police,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,76500.92511,2929.985432,0.209501823
Royal Canadian Mounted Police,2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),6142.101252,233.605608,0.015997124
Royal Canadian Mounted Police,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),16656.99534,564.0058622,0.034747343
Royal Canadian Mounted Police,2020-21,on-road vehicles,1,gasoline,gasoline,516251.3707,18068.79797,1.196025471
Shared Services Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,208.8000336,7.997041285,0.00057181
Shared Services Canada,2020-21,on-road vehicles,1,gasoline,gasoline,107771.0667,3771.987335,0.249678597
Transport Canada,2020-21,aircraft,1,aviation fuel,jet fuel,3162638.101,118282.665,8.158425133
Transport Canada,2020-21,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12108847.8,463768.8707,32.77414084
Transport Canada,2020-21,Marine Vessels,1,gasoline,gasoline,8828.121458,308.984251,0.020568236
Transport Canada,2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,102383.1496,3921.274632,0.280381724
Transport Canada,2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),6243.000737,158.0103487,0.002221259
Transport Canada,2020-21,on-road vehicles,1,gasoline,gasoline,273363.19,9567.711649,0.633313957
Transport Canada,2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,492002.785,18843.70667,1.322933994
Transport Canada,2020-21,Other mobile equipment,1,gasoline,gasoline,10403.49586,364.1223552,0.02565712
Transport Canada,2020-21,Other mobile equipment,1,liquified petroleum gas,propane,1007.800133,25.50742137,0.001552355
Agriculture and Agri-Food Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,113960.3366,4364.680893,0.312086634
Agriculture and Agri-Food Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),24964.89633,949.5023844,0.065021155
Agriculture and Agri-Food Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),116951.7486,3959.986206,0.2439673
Agriculture and Agri-Food Canada,2021-22,on-road vehicles,1,gasoline,gasoline,437772.9021,15322.05157,1.014210285
Agriculture and Agri-Food Canada,2021-22,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,463008.1057,17733.21045,1.24497094
Agriculture and Agri-Food Canada,2021-22,other mobile equipment,1,fuels with renewable content,biodiesel (5%),69614.97032,2647.700974,0.177854039
Agriculture and Agri-Food Canada,2021-22,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),9481.641237,321.0483723,0.021196214
Agriculture and Agri-Food Canada,2021-22,other mobile equipment,1,gasoline,gasoline,35352.97634,1237.354172,0.087187557
Agriculture and Agri-Food Canada,2021-22,other mobile equipment,1,liquified petroleum gas,propane,332.399886,8.413041115,0.000512009
Canada Border Services Agency,2021-22,Marine vessels,1,gasoline,gasoline,139713.0232,4889.955811,0.325511105
Canada Border Services Agency,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,66531.34291,2548.150433,0.182199635
Canada Border Services Agency,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),2327.8892,88.53777391,0.006063001
Canada Border Services Agency,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2031.500144,68.78659487,0.00423781
Canada Border Services Agency,2021-22,on-road vehicles,1,gasoline,gasoline,1510586.989,52870.5446,3.49965241
Canada Revenue Agency,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2606.400077,99.82512295,0.007137765
Canada Revenue Agency,2021-22,on-road vehicles,1,gasoline,gasoline,51107.39181,1788.758713,0.118403062
Canadian Food Inspection Agency,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4748.098396,160.7706117,0.009904771
Canadian Food Inspection Agency,2021-22,on-road vehicles,1,gasoline,gasoline,1250494.135,43767.29471,2.897081478
Canadian Food Inspection Agency,2021-22,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,19949.00746,764.0469856,0.053640337
Canadian Food Inspection Agency,2021-22,other mobile equipment,1,gasoline,gasoline,7586.001532,265.5100536,0.018708593
Canadian Space Agency,2021-22,on-road vehicles,1,gasoline,gasoline,2731.776181,95.61216632,0.006328843
Canadian Space Agency,2021-22,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1595.343047,61.10163871,0.004289677
Canadian Space Agency,2021-22,other mobile equipment,1,gasoline,gasoline,276.5672275,9.679852962,0.00068207
Canadian Space Agency,2021-22,other mobile equipment,1,liquified petroleum gas,propane,12.60010722,0.318908714,1.94583E-05
Correctional Service Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,24060.80779,921.5289383,0.065891847
Correctional Service Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),2291.400478,87.14998007,0.005967959
Correctional Service Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4921.698359,166.6487064,0.01026691
Correctional Service Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),553.2999888,14.00402272,0.000196864
Correctional Service Canada,2021-22,on-road vehicles,1,gasoline,gasoline,741797.3389,25962.90686,1.718558899
Correctional Service Canada,2021-22,on-road vehicles,1,natural gas,compressed natural gas,22.07993308,0.000839037,4.75E-08
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2804.999737,107.4314899,0.007681645
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,on-road vehicles,1,gasoline,gasoline,15557.99637,544.5298729,0.036043989
Employment and Social Development Canada,2021-22,on-road vehicles,1,gasoline,gasoline,17477.00293,611.6951027,0.040489847
Environment and Climate Change Canada,2021-22,Marine vessels,1,fuels with renewable content,ethanol-blended gasoline (10%),119.2999472,4.039496213,0.000248866
Environment and Climate Change Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,273633.7416,10480.1723,0.735804852
Environment and Climate Change Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),14622.60315,556.148777,0.038084627
Environment and Climate Change Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1456.500043,49.31709146,0.003038331
Environment and Climate Change Canada,2021-22,on-road vehicles,1,gasoline,gasoline,693674.8779,24278.62073,1.607071953
Environment and Climate Change Canada,2021-22,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9332.79914,357.446207,0.025096032
Environment and Climate Change Canada,2021-22,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),956.6199899,32.39115286,0.002138524
Environment and Climate Change Canada,2021-22,other mobile equipment,1,gasoline,gasoline,41020.89386,1435.731285,0.101140955
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,768658.1227,29439.6061,2.105011163
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (20%),25871.00162,963.2808743,0.056977103
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2947.999922,99.81927735,0.006149674
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),776.9997708,19.6658642,0.000276457
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,gasoline,gasoline,1850921.386,64782.24852,4.288120426
Fisheries and Oceans Canada,2021-22,on-road vehicles,1,liquified petroleum gas,propane,93.99995602,2.379138887,0.000144792
Health Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2672.300164,102.3490963,0.007318238
Health Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),542.5000148,18.3690505,0.001131682
Health Canada,2021-22,on-road vehicles,1,gasoline,gasoline,99638.26556,3487.339294,0.230837051
"Immigration, Refugees and Citizenship Canada",2021-22,on-road vehicles,1,gasoline,gasoline,8997.001085,314.895038,0.020843807
Indigenous Services Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17208.99457,659.1044922,0.047127789
Indigenous Services Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),72.00000672,2.437920228,0.000150196
Indigenous Services Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),5031.997684,127.3598614,0.001790385
Indigenous Services Canada,2021-22,on-road vehicles,1,gasoline,gasoline,640659.1553,22423.07043,1.484438873
Indigenous Services Canada,2021-22,on-road vehicles,1,liquified petroleum gas,propane,49.8000054,1.260438137,7.67089E-05
"Innovation, Science and Economic Development Canada",2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14260.45837,546.1755557,0.039053034
"Innovation, Science and Economic Development Canada",2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (20%),548.8001043,20.43402308,0.001208652
"Innovation, Science and Economic Development Canada",2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),30.4000044,1.029344149,6.34159E-05
"Innovation, Science and Economic Development Canada",2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),104.1999647,2.637301106,3.70744E-05
"Innovation, Science and Economic Development Canada",2021-22,on-road vehicles,1,gasoline,gasoline,130233.1317,4558.159608,0.301717614
National Defence,2021-22,on-road vehicles,1,aviation fuel,jet fuel,2708.513271,101.2983963,0.006987925
National Defence,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4760122.366,182312.6866,13.03351643
National Defence,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),188829.9893,7181.865399,0.491808546
National Defence,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),545581.8419,18473.40117,1.138111453
National Defence,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),23314.002,590.0773907,0.008295119
National Defence,2021-22,on-road vehicles,1,gasoline,gasoline,3154036.708,110391.2848,7.308024955
National Defence,2021-22,on-road vehicles,1,liquified petroleum gas,propane,31508.00142,797.4675159,0.048533021
National Research Council Canada,2021-22,aircraft,1,aviation fuel,jet fuel,333144.0923,12459.58905,0.859387138
National Research Council Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,895.9996296,34.31678581,0.002453744
National Research Council Canada,2021-22,on-road vehicles,1,gasoline,gasoline,48820.97648,1708.734177,0.11310606
Natural Resources Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,55547.63044,2127.474246,0.152120189
Natural Resources Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4295.798966,163.38427,0.011188426
Natural Resources Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),467.600052,15.83293776,0.000975437
Natural Resources Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),343.2300341,8.687152164,0.000122121
Natural Resources Canada,2021-22,on-road vehicles,1,gasoline,gasoline,261292.767,9145.246843,0.605350062
Parks Canada,2021-22,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,74391.83985,2849.207466,0.20138464
Parks Canada,2021-22,Marine vessels,1,gasoline,gasoline,487055.9143,17046.957,1.134769787
Parks Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1180658.886,45219.23535,3.23329718
Parks Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),731672.0157,27828.04761,1.90564183
Parks Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1181106.703,39992.27295,2.463848969
Parks Canada,2021-22,on-road vehicles,1,gasoline,gasoline,1152164.927,40325.77246,2.669279343
Parks Canada,2021-22,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,488522.9046,18710.42725,1.313576347
Parks Canada,2021-22,other mobile equipment,1,gasoline,gasoline,592855.7268,20749.95044,1.462100418
Public Safety Canada,2021-22,on-road vehicles,1,gasoline,gasoline,4329.891341,151.5461969,0.01003127
Public Services and Procurement Canada,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,54045.47141,2069.941555,0.148006426
Public Services and Procurement Canada,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),415.3099085,15.7956894,0.001081677
Public Services and Procurement Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),292.6999748,9.910821147,0.000610587
Public Services and Procurement Canada,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),980.8697398,24.82581311,0.000348993
Public Services and Procurement Canada,2021-22,on-road vehicles,1,gasoline,gasoline,211514.3724,7403.003036,0.490025915
Royal Canadian Mounted Police,2021-22,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,115946.6259,4440.755774,0.31752621
Royal Canadian Mounted Police,2021-22,on-road vehicles,1,fuels with renewable content,biodiesel (5%),5040.08102,191.6919215,0.013126907
Royal Canadian Mounted Police,2021-22,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),9799.419179,331.8083334,0.020442081
Royal Canadian Mounted Police,2021-22,on-road vehicles,1,gasoline,gasoline,725915.0181,25407.02563,1.681763699
